PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Manganese (Mn),141.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value at or somewhat above typical lettuce leaf sufficiency range (~20-200 mg/kg DM). HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Zinc (Zn),235.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Zinc (Zn),301.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Zinc (Zn),267.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Zinc (Zn),301.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Phosphorus (P),4.33,0.42,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Phosphorus (P),3.47,0.37,g/kg d.w.,ab,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Phosphorus (P),3.94,0.22,g/kg d.w.,ab,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Phosphorus (P),2.54,0.29,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Potassium (K),72.06,3.22,g/kg d.w.,ab,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Potassium (K),85.79,4.7,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Potassium (K),57.57,3.65,g/kg d.w.,bc,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Potassium (K),54.24,1.66,g/kg d.w.,c,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Sulphate (S),0.77,0.05,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Sulphate (S),0.96,0.1,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Sulphate (S),1.32,0.04,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Sulphate (S),0.73,0.05,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Calcium (Ca),7.64,0.41,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Calcium (Ca),15.59,1.27,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Calcium (Ca),16.5,0.71,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Calcium (Ca),15.13,0.15,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Magnesium (Mg),2.26,0.1,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Magnesium (Mg),3.21,0.16,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Magnesium (Mg),6.09,0.32,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Magnesium (Mg),5.3,0.22,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Ammonium (NH4),0.39,0.01,g/kg d.w.,c,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Ammonium (NH4),0.94,0.02,g/kg d.w.,a,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Ammonium (NH4),0.34,0.01,g/kg d.w.,c,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Ammonium (NH4),0.57,0.04,g/kg d.w.,b,Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Sodium (Na),0.52,0.11,g/kg d.w.,"No Tukey letters reported for Na. ANOVA: System p=0.132 ns, Cut p=0.079 ns, System x Cut p=0.592 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Sodium (Na),0.8,0.14,g/kg d.w.,"No Tukey letters reported for Na. ANOVA: System p=0.132 ns, Cut p=0.079 ns, System x Cut p=0.592 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Sodium (Na),0.4,0.09,g/kg d.w.,"No Tukey letters reported for Na. ANOVA: System p=0.132 ns, Cut p=0.079 ns, System x Cut p=0.592 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Sodium (Na),0.56,0.08,g/kg d.w.,"No Tukey letters reported for Na. ANOVA: System p=0.132 ns, Cut p=0.079 ns, System x Cut p=0.592 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,mineral,Chloride (Cl),6.07,1.07,g/kg d.w.,"No Tukey letters reported for Cl. ANOVA: System p=0.013 ns, Cut p=0.00**, System x Cut p=0.2 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,mineral,Chloride (Cl),14.36,1.75,g/kg d.w.,"No Tukey letters reported for Cl. ANOVA: System p=0.013 ns, Cut p=0.00**, System x Cut p=0.2 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,mineral,Chloride (Cl),4.2,0.38,g/kg d.w.,"No Tukey letters reported for Cl. ANOVA: System p=0.013 ns, Cut p=0.00**, System x Cut p=0.2 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,mineral,Chloride (Cl),9.57,0.19,g/kg d.w.,"No Tukey letters reported for Cl. ANOVA: System p=0.013 ns, Cut p=0.00**, System x Cut p=0.2 ns",Table 3,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,biochemistry,Chlorophyll a/b ratio,1.35,0.01,ratio,b,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,biochemistry,Chlorophyll a/b ratio,1.82,0.04,ratio,a,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,biochemistry,Chlorophyll a/b ratio,1.78,0.06,ratio,a,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,biochemistry,Chlorophyll a/b ratio,1.74,0.04,ratio,a,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,biochemistry,Total chlorophyll (a+b),1.76,0.04,mg/g FW,a,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,biochemistry,Total chlorophyll (a+b),0.95,0.03,mg/g FW,c,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,biochemistry,Total chlorophyll (a+b),1.25,0.05,mg/g FW,b,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,biochemistry,Total chlorophyll (a+b),1.12,0.1,mg/g FW,bc,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,biochemistry,Total carotenoids,0.22,0.0,mg/g FW,c,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,biochemistry,Total carotenoids,0.25,0.01,mg/g FW,b,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,AQ,biochemistry,Total carotenoids,0.29,0.0,mg/g FW,a,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,AQ,biochemistry,Total carotenoids,0.27,0.01,mg/g FW,ab,Table 4,
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T1,HYD,biochemistry,SPAD Index,23.13,0.75,SPAD units,a,Table 4,"Paired AQ SPAD value recorded in trials.csv 'SPAD (aquaponics)' column for this trial (19.41 +/- 0.94); included here only for the HYD side, which has no dedicated trials.csv column."
modarelliHydroponicAquaponicFloating2023,modarelliHydroponicAquaponicFloating2023-T2,HYD,biochemistry,SPAD Index,13.11,0.88,SPAD units,c,Table 4,"Paired AQ SPAD value recorded in trials.csv 'SPAD (aquaponics)' column for this trial (15.97 +/- 0.64); included here only for the HYD side, which has no dedicated trials.csv column."
monroeEffectsCrayfishAquaponics2015,monroeEffectsCrayfishAquaponics2015-T1,AP,biochemistry,Chlorophyll index (SPAD),NR,NR,NR,ns,Fig. 5 (p.1),"Value not extractable - shown only as bar height in Figure 5 for romaine, no numeric value stated in text or table. Figure y-axis labeled 'Chlorophyll Index (µg/L)', an atypical unit for a SPAD-502 meter (usually unitless); recorded as stated, not corrected. Significance 'ns' per Abstract p.1: 'no significance between aquaponics and hydroponics occurred for chlorophyll index'."
monroeEffectsCrayfishAquaponics2015,monroeEffectsCrayfishAquaponics2015-T1,HYD,biochemistry,Chlorophyll index (SPAD),NR,NR,NR,ns,Fig. 5 (p.1),"Value not extractable - shown only as bar height in Figure 5 for romaine, no numeric value stated in text or table. See AP row (same trial) for unit/significance notes."
monroeEffectsCrayfishAquaponics2015,monroeEffectsCrayfishAquaponics2015-T2,AP,biochemistry,Chlorophyll index (SPAD),NR,NR,NR,ns,Fig. 5 (p.1),"Value not extractable - shown only as bar height in Figure 5 for green leaf lettuce, no numeric value stated in text or table. Figure y-axis labeled 'Chlorophyll Index (µg/L)', an atypical unit for a SPAD-502 meter (usually unitless); recorded as stated, not corrected. Significance 'ns' per Abstract p.1: 'no significance between aquaponics and hydroponics occurred for chlorophyll index'."
monroeEffectsCrayfishAquaponics2015,monroeEffectsCrayfishAquaponics2015-T2,HYD,biochemistry,Chlorophyll index (SPAD),NR,NR,NR,ns,Fig. 5 (p.1),"Value not extractable - shown only as bar height in Figure 5 for green leaf lettuce, no numeric value stated in text or table. See AP row (same trial) for unit/significance notes."
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Calcium (Ca) (leaf),30.4,1.9,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Potassium (K) (leaf),45.4,1.3,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Magnesium (Mg) (leaf),4.4,0.2,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Sodium (Na) (leaf),0.3,0.0,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Phosphorus (P) (leaf),5.1,0.2,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Nitrogen (N) (leaf),3.4,0.1,% DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 63 (interval 07.05.-08.06.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Calcium (Ca) (leaf),32.4,3.0,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Potassium (K) (leaf),40.3,7.3,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Magnesium (Mg) (leaf),4.8,0.5,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Sodium (Na) (leaf),0.3,0.0,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Phosphorus (P) (leaf),4.4,0.3,g/kg DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
monseesDecoupledSystemsTrial2017,monseesDecoupledSystemsTrial2017-T1,CAP,mineral,Nitrogen (N) (leaf),3.0,0.2,% DW,NR (no inferential test reported anywhere in this paper),"Table 5, day 94 (interval 09.06.-09.07.15)","n=5 replicate pairs of leaves (5th fully developed leaf), freeze-dried, ICP-OES (Ca/K/Mg/Na/P) + Vario EL (N), Table 5"
